state,date,deaths,cases,Case_Fatality_Ratio
Massachusetts,2021-05-09,702,31170,0.81
Massachusetts,2021-05-16,704,31506,0.98
Massachusetts,2021-05-23,708,31836,1.54
Massachusetts,2021-05-30,711,32137,1.17
Massachusetts,2021-06-06,720,32678,1.77
Massachusetts,2021-06-13,727,33234,1.29
Massachusetts,2021-06-20,735,33644,1.88
Massachusetts,2021-06-27,741,33940,1.92
Massachusetts,2021-07-04,746,34382,1.04
Massachusetts,2021-07-11,751,34822,1.15
Massachusetts,2021-07-18,753,35081,0.98
Massachusetts,2021-07-25,757,35448,1.57
Massachusetts,2021-08-01,760,35898,0.85
Massachusetts,2021-08-08,764,36151,1.48
Massachusetts,2021-08-15,769,36556,1.79
Massachusetts,2021-08-22,774,36948,1.35
Massachusetts,2021-08-29,778,37246,1.62
Massachusetts,2021-09-05,783,37737,1.38
Massachusetts,2021-09-12,788,38226,1.01
Massachusetts,2021-09-19,793,38735,0.99
Massachusetts,2021-09-26,797,39247,0.89
Massachusetts,2021-10-03,806,39705,1.76
Massachusetts,2021-10-10,816,40438,1.4
Massachusetts,2021-10-17,822,41130,0.96
Massachusetts,2021-10-24,827,41778,0.91
Massachusetts,2021-10-31,839,42578,1.83
Massachusetts,2021-11-07,845,43096,1.12
Massachusetts,2021-11-14,852,43648,1.66
Massachusetts,2021-11-21,862,44433,1.23
Massachusetts,2021-11-28,870,45062,1.57
Massachusetts,2021-12-05,883,45921,1.85
Massachusetts,2021-12-12,895,46859,1.51
Massachusetts,2021-12-19,902,47598,0.99
Massachusetts,2021-12-26,910,48489,0.93
Michigan,2020-03-01,26,598,4.37
Michigan,2020-03-08,54,1427,3.57
Michigan,2020-03-15,86,2380,3.49
Michigan,2020-03-22,128,3273,4.19
Michigan,2020-03-29,156,4190,3.17
Michigan,2020-04-05,190,5240,2.98
Michigan,2020-04-12,216,6226,3.17
Michigan,2020-04-19,248,7017,4.4
Michigan,2020-04-26,269,7693,3.42
Michigan,2020-05-03,285,8211,3.15
Michigan,2020-05-10,303,8803,3.21
Michigan,2020-05-17,318,9345,3.25
Michigan,2020-05-24,326,9582,3.42
Michigan,2020-05-31,330,9711,3.92
Michigan,2020-06-07,337,9998,2.66
Michigan,2020-06-14,343,10311,1.81
Michigan,2020-06-21,348,10532,2.78
Michigan,2020-06-28,356,10902,2.03
Michigan,2020-07-05,362,11171,2.86
Michigan,2020-07-12,366,11415,2.24
Michigan,2020-07-19,374,11662,2.92
Michigan,2020-07-26,382,11941,2.88
Michigan,2020-08-02,389,12201,2.55
Michigan,2020-08-09,396,12592,1.9
Michigan,2020-08-16,398,12813,1.67
Michigan,2020-08-23,409,13205,2.7
Michigan,2020-08-30,414,13509,1.95
Michigan,2020-09-06,419,13772,2.06
Michigan,2020-09-13,423,14081,1.62
Michigan,2020-09-20,428,14311,2.12
Michigan,2020-09-27,436,14638,2.7
Michigan,2020-10-04,452,15523,1.66
Michigan,2020-10-11,473,16770,1.75
Michigan,2020-10-18,506,17925,2.44
Michigan,2020-10-25,530,19241,2.31
Michigan,2020-11-01,544,20228,1.78
Michigan,2020-11-08,579,21841,2.58
Michigan,2020-11-15,606,23596,1.73
Michigan,2020-11-22,629,24866,2.06
Michigan,2020-11-29,666,26366,2.11
Michigan,2020-12-06,681,27470,1.71
Michigan,2020-12-13,709,29063,1.58
Michigan,2020-12-20,742,30511,2.29
Michigan,2020-12-27,760,31616,1.8
Michigan,2021-01-03,772,32991,1.05
Michigan,2021-01-10,786,34549,0.83
Michigan,2021-01-17,798,35862,1.16
Michigan,2021-01-24,811,36665,1.64
Michigan,2021-01-31,833,37740,1.92
Michigan,2021-02-07,841,38393,1.09
Michigan,2021-02-14,846,38998,0.89
Michigan,2021-02-21,858,39614,1.9
Michigan,2021-02-28,865,40059,1.94
Michigan,2021-03-07,868,40422,1.28
Michigan,2021-03-14,871,40824,0.95
Michigan,2021-03-21,878,41190,1.73
Michigan,2021-03-28,881,41509,1.24
Michigan,2021-04-04,887,41827,1.76
Michigan,2021-04-11,890,42155,1.24
Michigan,2021-04-18,894,42589,0.95
Michigan,2021-04-25,900,43059,1.27
Michigan,2021-05-02,906,43561,1.46
Michigan,2021-05-09,913,43934,1.81
Michigan,2021-05-16,922,44373,1.84
Michigan,2021-05-23,926,44877,0.91
Michigan,2021-05-30,934,45338,1.71
Michigan,2021-06-06,944,45872,1.76
Michigan,2021-06-13,949,46344,1.36
Michigan,2021-06-20,953,46880,0.82
Michigan,2021-06-27,962,47461,1.54
Michigan,2021-07-04,967,48110,1.06
Michigan,2021-07-11,974,48741,0.99
Michigan,2021-07-18,984,49355,1.4
Michigan,2021-07-25,988,49737,1.16
Michigan,2021-08-01,995,50197,1.91
Michigan,2021-08-08,1003,50725,1.51
Michigan,2021-08-15,1009,51175,1.24
Michigan,2021-08-22,1017,51623,1.79
Michigan,2021-08-29,1026,52289,1.66
Michigan,2021-09-05,1037,52921,1.84
Michigan,2021-09-12,1046,53745,1.34
Michigan,2021-09-19,1057,54383,1.94
Michigan,2021-09-26,1072,55270,1.86
Michigan,2021-10-03,1080,55848,1.67
Michigan,2021-10-10,1092,56802,1.33
Michigan,2021-10-17,1104,57807,1.26
Michigan,2021-10-24,1114,58644,1.24
Michigan,2021-10-31,1127,59766,1.23
Michigan,2021-11-07,1138,60852,1.12
Michigan,2021-11-14,1160,62136,1.67
Michigan,2021-11-21,1169,63278,0.84
Michigan,2021-11-28,1183,64357,1.45
Michigan,2021-12-05,1192,65174,1.03
Michigan,2021-12-12,1203,66216,1.36
Michigan,2021-12-19,1216,67016,1.66
Michigan,2021-12-26,1229,68128,1.09
Minnesota,2020-03-01,6,228,2.88
Minnesota,2020-03-08,16,550,2.99
Minnesota,2020-03-15,35,1036,4.15
Minnesota,2020-03-22,48,1414,3.05
Minnesota,2020-03-29,66,1997,3.92
Minnesota,2020-04-05,81,2573,2.58
Minnesota,2020-04-12,112,3278,4.44
Minnesota,2020-04-19,136,3796,4.39
Minnesota,2020-04-26,146,4149,3.43
Minnesota,2020-05-03,160,4548,3.41
Minnesota,2020-05-10,168,4845,2.83
Minnesota,2020-05-17,178,5132,3.83
Minnesota,2020-05-24,185,5332,4.32
Minnesota,2020-05-31,187,5396,3.98
Minnesota,2020-06-07,193,5615,2.83
Minnesota,2020-06-14,195,5789,1.54
Minnesota,2020-06-21,199,5956,2.44
Minnesota,2020-06-28,202,6152,1.92
Minnesota,2020-07-05,204,6280,2.12
Minnesota,2020-07-12,209,6471,2.99
Minnesota,2020-07-19,212,6642,1.99
Minnesota,2020-07-26,218,6849,2.53
Minnesota,2020-08-02,221,6989,2.81
Minnesota,2020-08-09,224,7200,1.99
Minnesota,2020-08-16,228,7372,2.91
Minnesota,2020-08-23,232,7528,2.78
Minnesota,2020-08-30,234,7668,2.14
Minnesota,2020-09-06,239,7881,2.64
Minnesota,2020-09-13,242,8102,2.2
Minnesota,2020-09-20,244,8248,2.15
Minnesota,2020-09-27,249,8465,2.65
Minnesota,2020-10-04,266,9041,2.58
Minnesota,2020-10-11,284,9783,2.27
Minnesota,2020-10-18,297,10467,2.33
Minnesota,2020-10-25,308,11019,2.29
Minnesota,2020-11-01,319,11559,2.58
Minnesota,2020-11-08,342,12401,2.31
Minnesota,2020-11-15,355,13220,1.6
Minnesota,2020-11-22,384,14240,3.0
Minnesota,2020-11-29,403,15003,2.86
Minnesota,2020-12-06,418,15915,2.11
Minnesota,2020-12-13,433,16677,1.9
Minnesota,2020-12-20,455,17710,1.9
Minnesota,2020-12-27,465,18282,2.31
Minnesota,2021-01-03,481,19211,1.72
Minnesota,2021-01-10,496,20032,1.58
Minnesota,2021-01-17,509,20747,1.91
Minnesota,2021-01-24,514,21191,1.43
Minnesota,2021-01-31,521,21740,1.38
Minnesota,2021-02-07,524,22069,1.03
Minnesota,2021-02-14,530,22596,1.26
Minnesota,2021-02-21,535,23014,1.52
Minnesota,2021-02-28,538,23330,1.06
Minnesota,2021-03-07,539,23507,1.25
Minnesota,2021-03-14,541,23697,1.74
Minnesota,2021-03-21,542,23867,1.37
Minnesota,2021-03-28,545,24038,1.77
Minnesota,2021-04-04,550,24323,1.83
Minnesota,2021-04-11,553,24489,1.74
Minnesota,2021-04-18,556,24758,1.41
Minnesota,2021-04-25,561,25033,1.67
Minnesota,2021-05-02,562,25214,1.07
Minnesota,2021-05-09,564,25482,1.02
Minnesota,2021-05-16,566,25778,0.83
Minnesota,2021-05-23,569,25987,1.81
Minnesota,2021-05-30,573,26270,1.91
Minnesota,2021-06-06,576,26551,1.1
Minnesota,2021-06-13,582,26990,1.35
Minnesota,2021-06-20,587,27263,1.77
Minnesota,2021-06-27,590,27538,1.39
Minnesota,2021-07-04,593,27854,1.4
Minnesota,2021-07-11,596,28139,1.2
Minnesota,2021-07-18,598,28442,0.81
Minnesota,2021-07-25,601,28763,1.24
Minnesota,2021-08-01,606,29093,1.95
Minnesota,2021-08-08,608,29353,1.02
Minnesota,2021-08-15,611,29590,1.23
Minnesota,2021-08-22,614,29912,1.26
Minnesota,2021-08-29,616,30250,0.81
Minnesota,2021-09-05,620,30672,0.89
Minnesota,2021-09-12,624,31128,1.12
Minnesota,2021-09-19,632,31531,1.86
Minnesota,2021-09-26,636,32001,0.9
Minnesota,2021-10-03,640,32414,1.36
Minnesota,2021-10-10,646,32790,1.75
Minnesota,2021-10-17,652,33219,1.26
Minnesota,2021-10-24,657,33808,1.13
Minnesota,2021-10-31,665,34264,1.9
Minnesota,2021-11-07,673,34833,1.52
Minnesota,2021-11-14,681,35516,1.43
Minnesota,2021-11-21,688,35977,1.44
Minnesota,2021-11-28,698,36514,1.84
Minnesota,2021-12-05,701,37038,0.84
Minnesota,2021-12-12,708,37748,1.04
Minnesota,2021-12-19,716,38376,1.67
Minnesota,2021-12-26,724,38967,1.38
Mississippi,2020-03-01,5,176,2.84
Mississippi,2020-03-08,13,390,3.61
Mississippi,2020-03-15,19,609,2.78
Mississippi,2020-03-22,28,876,3.78
Mississippi,2020-03-29,38,1231,3.67
Mississippi,2020-04-05,50,1517,4.01
Mississippi,2020-04-12,61,1808,4.29
Mississippi,2020-04-19,73,2069,4.3
Mississippi,2020-04-26,82,2344,4.22
Mississippi,2020-05-03,89,2601,3.14
Mississippi,2020-05-10,93,2743,3.34
Mississippi,2020-05-17,95,2854,2.77
Mississippi,2020-05-24,97,2940,3.38
Mississippi,2020-05-31,99,2993,4.29
Mississippi,2020-06-07,100,3072,2.62
Mississippi,2020-06-14,101,3141,2.02
Mississippi,2020-06-21,102,3216,1.59
Mississippi,2020-06-28,104,3323,2.45
Mississippi,2020-07-05,106,3414,2.29
Mississippi,2020-07-12,107,3488,2.8
Mississippi,2020-07-19,108,3587,1.52
Mississippi,2020-07-26,109,3667,2.32
Mississippi,2020-08-02,111,3771,1.83
Mississippi,2020-08-09,113,3876,2.34
Mississippi,2020-08-16,115,3973,2.03
Mississippi,2020-08-23,116,4050,2.36
Mississippi,2020-08-30,117,4132,1.95
Mississippi,2020-09-06,120,4237,2.89
Mississippi,2020-09-13,122,4334,2.85
Mississippi,2020-09-20,124,4408,2.56
Mississippi,2020-09-27,125,4515,2.12
Mississippi,2020-10-04,129,4788,1.85
Mississippi,2020-10-11,135,5152,1.61
Mississippi,2020-10-18,141,5479,2.39
Mississippi,2020-10-25,147,5812,1.63
Mississippi,2020-11-01,156,6277,2.19
Mississippi,2020-11-08,165,6798,2.02
Mississippi,2020-11-15,175,7243,2.92
Mississippi,2020-11-22,184,7613,2.91
Mississippi,2020-11-29,193,7953,2.36
Mississippi,2020-12-06,206,8389,2.99
Mississippi,2020-12-13,215,8713,2.99
Mississippi,2020-12-20,222,9081,2.34
Mississippi,2020-12-27,226,9385,1.5
Mississippi,2021-01-03,234,9845,1.49
Mississippi,2021-01-10,237,10156,1.14
Mississippi,2021-01-17,240,10418,1.14
Mississippi,2021-01-24,246,10790,1.97
Mississippi,2021-01-31,249,11122,1.19
Mississippi,2021-02-07,252,11417,1.56
Mississippi,2021-02-14,254,11623,1.14
Mississippi,2021-02-21,257,11810,1.99
Mississippi,2021-02-28,259,11968,1.38
Mississippi,2021-03-07,261,12073,1.68
Mississippi,2021-03-14,264,12222,1.77
Mississippi,2021-03-21,266,12344,1.79
Mississippi,2021-03-28,267,12455,1.18
Mississippi,2021-04-04,268,12558,1.95
Mississippi,2021-04-11,269,12647,1.43
Mississippi,2021-04-18,269,12737,1.06
Mississippi,2021-04-25,271,12850,1.76
Mississippi,2021-05-02,272,12963,1.2
Mississippi,2021-05-09,272,13100,0.86
Mississippi,2021-05-16,273,13239,1.37
Mississippi,2021-05-23,275,13338,1.92
Mississippi,2021-05-30,276,13471,1.38
Mississippi,2021-06-06,280,13723,1.96
Mississippi,2021-06-13,282,13942,1.04
Mississippi,2021-06-20,284,14135,1.29
Mississippi,2021-06-27,286,14260,1.41
Mississippi,2021-07-04,287,14457,0.99
Mississippi,2021-07-11,288,14621,0.99
Mississippi,2021-07-18,289,14808,1.0
Mississippi,2021-07-25,290,14919,1.89
Mississippi,2021-08-01,291,15060,1.34
Mississippi,2021-08-08,292,15172,1.07
Mississippi,2021-08-15,294,15365,1.74
Mississippi,2021-08-22,296,15509,1.55
Mississippi,2021-08-29,298,15719,1.56
Mississippi,2021-09-05,301,15941,1.95
Mississippi,2021-09-12,303,16133,1.16
Mississippi,2021-09-19,305,16295,1.49
Mississippi,2021-09-26,307,16508,0.9
Mississippi,2021-10-03,310,16712,1.83
Mississippi,2021-10-10,312,16907,1.03
Mississippi,2021-10-17,315,17124,1.72
Mississippi,2021-10-24,318,17361,1.36
Mississippi,2021-10-31,321,17711,1.05
Mississippi,2021-11-07,324,17939,1.41
Mississippi,2021-11-14,330,18310,1.92
Mississippi,2021-11-21,336,18616,1.88
Mississippi,2021-11-28,338,18837,1.18
Mississippi,2021-12-05,340,19105,1.04
Mississippi,2021-12-12,343,19457,1.12
Mississippi,2021-12-19,348,19730,1.76
Mississippi,2021-12-26,352,20051,1.3
Missouri,2020-03-01,6,252,2.93
Missouri,2020-03-08,18,572,3.26
Missouri,2020-03-15,38,1086,3.32
Missouri,2020-03-22,49,1486,2.92
Missouri,2020-03-29,64,2121,2.58
Missouri,2020-04-05,91,2790,3.9
Missouri,2020-04-12,105,3332,2.69
Missouri,2020-04-19,124,3777,4.4
Missouri,2020-04-26,142,4236,4.03
Missouri,2020-05-03,160,4625,4.12
Missouri,2020-05-10,170,5012,2.59
Missouri,2020-05-17,177,5312,2.77
Missouri,2020-05-24,182,5522,2.54
Missouri,2020-05-31,184,5616,3.39
Missouri,2020-06-07,188,5836,2.04
Missouri,2020-06-14,194,6040,2.55
Missouri,2020-06-21,198,6228,2.1
Missouri,2020-06-28,201,6428,1.95
Missouri,2020-07-05,205,6650,2.04
Missouri,2020-07-12,208,6831,1.8
Missouri,2020-07-19,210,6966,2.12
Missouri,2020-07-26,215,7143,2.62
Missouri,2020-08-02,217,7357,1.56
Missouri,2020-08-09,223,7545,2.9
Missouri,2020-08-16,227,7767,1.95
Missouri,2020-08-23,229,7948,1.74
Missouri,2020-08-30,232,8182,1.86
Missouri,2020-09-06,236,8320,2.89
Missouri,2020-09-13,241,8523,2.87
Missouri,2020-09-20,243,8721,1.56
Missouri,2020-09-27,248,8942,2.65
Missouri,2020-10-04,258,9488,2.3
Missouri,2020-10-11,266,10038,1.81
Missouri,2020-10-18,280,10879,1.92
Missouri,2020-10-25,299,11648,2.8
Missouri,2020-11-01,312,12258,2.03
Missouri,2020-11-08,340,13143,2.73
Missouri,2020-11-15,365,14191,2.41
Missouri,2020-11-22,383,14852,2.98
Missouri,2020-11-29,399,15582,2.5
Missouri,2020-12-06,421,16549,2.38
Missouri,2020-12-13,441,17636,1.9
Missouri,2020-12-20,465,18534,2.5
Missouri,2020-12-27,481,19322,2.47
Missouri,2021-01-03,494,20323,1.26
Missouri,2021-01-10,499,20851,1.05
Missouri,2021-01-17,513,21690,1.43
Missouri,2021-01-24,520,22307,1.39
Missouri,2021-01-31,528,22970,1.1
Missouri,2021-02-07,540,23596,1.93
Missouri,2021-02-14,547,24091,1.73
Missouri,2021-02-21,550,24515,0.84
Missouri,2021-02-28,552,24801,1.02
Missouri,2021-03-07,555,25037,1.55
Missouri,2021-03-14,557,25283,1.02
Missouri,2021-03-21,561,25549,1.47
Missouri,2021-03-28,564,25770,1.72
Missouri,2021-04-04,567,26013,1.58
Missouri,2021-04-11,570,26281,1.54
Missouri,2021-04-18,571,26466,0.91
Missouri,2021-04-25,573,26740,0.95
Missouri,2021-05-02,576,26999,1.8
Missouri,2021-05-09,579,27206,1.87
Missouri,2021-05-16,583,27408,1.95
Missouri,2021-05-23,584,27618,0.88
Missouri,2021-05-30,587,27826,1.86
Missouri,2021-06-06,595,28287,1.9
Missouri,2021-06-13,600,28600,1.42
Missouri,2021-06-20,604,29029,0.88
Missouri,2021-06-27,609,29388,1.89
Missouri,2021-07-04,615,29724,1.86
Missouri,2021-07-11,617,30039,0.88
Missouri,2021-07-18,621,30317,1.93
Missouri,2021-07-25,625,30617,1.61
Missouri,2021-08-01,630,30923,1.69
Missouri,2021-08-08,634,31260,1.6
Missouri,2021-08-15,638,31668,0.96
Missouri,2021-08-22,644,31956,1.92
Missouri,2021-08-29,648,32361,1.06
Missouri,2021-09-05,653,32758,1.72
Missouri,2021-09-12,661,33260,1.87
Missouri,2021-09-19,667,33758,1.42
Missouri,2021-09-26,673,34152,1.5
Missouri,2021-10-03,680,34597,1.56
Missouri,2021-10-10,685,35158,0.86
Missouri,2021-10-17,690,35670,1.11
Missouri,2021-10-24,699,36217,1.86
Missouri,2021-10-31,705,36881,0.92
Missouri,2021-11-07,716,37660,1.72
Missouri,2021-11-14,722,38283,1.08
Missouri,2021-11-21,733,39031,1.73
Missouri,2021-11-28,744,39852,1.51
Missouri,2021-12-05,754,40519,1.53
Missouri,2021-12-12,762,41187,1.41
Missouri,2021-12-19,771,41990,1.45
Missouri,2021-12-26,788,42773,1.92
Montana,2020-03-01,1,49,2.77
Montana,2020-03-08,3,102,4.37
Montana,2020-03-15,5,174,3.31
Montana,2020-03-22,8,287,3.41
Montana,2020-03-29,10,377,3.52
Montana,2020-04-05,14,492,3.63
Montana,2020-04-12,20,627,4.32
Montana,2020-04-19,22,712,2.76
Montana,2020-04-26,27,824,4.44
Montana,2020-05-03,29,883,4.39
Montana,2020-05-10,30,926,3.38
Montana,2020-05-17,31,972,3.18
Montana,2020-05-24,32,1004,4.24
Montana,2020-05-31,32,1020,4.14
Montana,2020-06-07,32,1045,2.3
Montana,2020-06-14,32,1068,2.5
Montana,2020-06-21,32,1093,2.72
Montana,2020-06-28,32,1133,1.9
Montana,2020-07-05,32,1162,2.33
Montana,2020-07-12,32,1185,2.58
Montana,2020-07-19,32,1212,1.79
Montana,2020-07-26,32,1234,2.71
Montana,2020-08-02,32,1260,2.08
Montana,2020-08-09,32,1289,1.98
Montana,2020-08-16,32,1324,1.54
Montana,2020-08-23,32,1363,1.95
Montana,2020-08-30,32,1400,2.41
Montana,2020-09-06,32,1423,1.71
Montana,2020-09-13,32,1449,2.26
Montana,2020-09-20,32,1477,2.92
Montana,2020-09-27,32,1513,1.62
Montana,2020-10-04,34,1616,1.74
Montana,2020-10-11,35,1707,2.23
Montana,2020-10-18,37,1842,1.69
Montana,2020-10-25,39,1958,2.83
Montana,2020-11-01,43,2137,2.75
Montana,2020-11-08,46,2314,1.55
Montana,2020-11-15,48,2473,1.95
Montana,2020-11-22,50,2592,2.98
Montana,2020-11-29,54,2769,2.16
Montana,2020-12-06,57,2906,2.3
Montana,2020-12-13,59,3084,1.6
Montana,2020-12-20,61,3212,2.61
Montana,2020-12-27,64,3366,1.82
Montana,2021-01-03,66,3543,1.42
Montana,2021-01-10,66,3652,0.86
Montana,2021-01-17,68,3783,1.44
Montana,2021-01-24,69,3885,1.63
Montana,2021-01-31,70,3984,1.12
Montana,2021-02-07,71,4071,1.65
Montana,2021-02-14,71,4141,0.85
Montana,2021-02-21,71,4213,1.0
Montana,2021-02-28,72,4295,1.93
Montana,2021-03-07,72,4348,1.65
Montana,2021-03-14,72,4392,1.82
Montana,2021-03-21,72,4432,1.39
Montana,2021-03-28,72,4467,1.88
Montana,2021-04-04,72,4513,0.92
Montana,2021-04-11,72,4546,0.89
Montana,2021-04-18,72,4586,1.51
Montana,2021-04-25,72,4627,1.01
Montana,2021-05-02,72,4671,1.62
Montana,2021-05-09,72,4703,1.97
Montana,2021-05-16,72,4744,1.58
Montana,2021-05-23,72,4795,1.44
Montana,2021-05-30,72,4826,0.99
Montana,2021-06-06,72,4905,1.1
Montana,2021-06-13,73,4980,1.49
Montana,2021-06-20,73,5038,1.06
Montana,2021-06-27,73,5115,1.01
Montana,2021-07-04,73,5170,1.34
Montana,2021-07-11,73,5237,1.38
Montana,2021-07-18,73,5285,1.02
Montana,2021-07-25,73,5346,1.04
Montana,2021-08-01,73,5396,1.3
Montana,2021-08-08,73,5446,0.92
Montana,2021-08-15,73,5508,1.6
Montana,2021-08-22,73,5565,1.03
Montana,2021-08-29,73,5609,1.88
Montana,2021-09-05,73,5663,1.14
Montana,2021-09-12,73,5738,0.89
Montana,2021-09-19,74,5817,1.21
Montana,2021-09-26,74,5897,1.11
Montana,2021-10-03,74,5960,1.44
Montana,2021-10-10,75,6035,1.52
Montana,2021-10-17,76,6155,1.53
Montana,2021-10-24,76,6236,1.11
Montana,2021-10-31,77,6329,1.9
Montana,2021-11-07,78,6426,1.26
Montana,2021-11-14,79,6545,1.54
Montana,2021-11-21,80,6679,0.85
Montana,2021-11-28,81,6795,1.28
Montana,2021-12-05,82,6924,0.82
Montana,2021-12-12,83,7038,1.21
Montana,2021-12-19,84,7152,1.4
Montana,2021-12-26,86,7283,1.31
Nebraska,2020-03-01,3,103,4.11
Nebraska,2020-03-08,6,222,3.17
Nebraska,2020-03-15,10,408,2.66
Nebraska,2020-03-22,16,619,2.93
Nebraska,2020-03-29,22,813,4.17
Nebraska,2020-04-05,28,965,3.61
Nebraska,2020-04-12,34,1148,3.15
Nebraska,2020-04-19,45,1377,4.17
Nebraska,2020-04-26,48,1494,2.73
Nebraska,2020-05-03,52,1660,3.07
Nebraska,2020-05-10,55,1791,2.61
Nebraska,2020-05-17,58,1873,3.62
Nebraska,2020-05-24,59,1922,3.73
Nebraska,2020-05-31,60,1953,3.78
Nebraska,2020-06-07,60,1997,1.68
Nebraska,2020-06-14,61,2055,2.76
Nebraska,2020-06-21,62,2124,2.03
Nebraska,2020-06-28,62,2179,1.79
Nebraska,2020-07-05,63,2241,2.98
Nebraska,2020-07-12,64,2283,2.67
Nebraska,2020-07-19,66,2353,2.56
Nebraska,2020-07-26,67,2408,2.49
Nebraska,2020-08-02,68,2471,2.17
Nebraska,2020-08-09,69,2530,2.29
Nebraska,2020-08-16,70,2597,2.5
Nebraska,2020-08-23,71,2663,2.25
Nebraska,2020-08-30,72,2736,1.58
Nebraska,2020-09-06,72,2778,2.05
Nebraska,2020-09-13,72,2824,2.62
Nebraska,2020-09-20,73,2871,2.37
Nebraska,2020-09-27,74,2944,2.56
Nebraska,2020-10-04,76,3120,1.5
Nebraska,2020-10-11,81,3331,2.51
Nebraska,2020-10-18,85,3589,2.28
Nebraska,2020-10-25,90,3788,2.76
Nebraska,2020-11-01,96,4110,1.68
Nebraska,2020-11-08,100,4336,1.52
Nebraska,2020-11-15,105,4582,2.5
Nebraska,2020-11-22,113,4887,2.86
Nebraska,2020-11-29,119,5211,1.78
Nebraska,2020-12-06,123,5475,1.82
Nebraska,2020-12-13,129,5707,2.85
Nebraska,2020-12-20,133,5944,2.17
Nebraska,2020-12-27,141,6251,2.96
Nebraska,2021-01-03,144,6559,1.48
Nebraska,2021-01-10,147,6822,1.42
Nebraska,2021-01-17,151,7090,1.33
Nebraska,2021-01-24,154,7318,1.39
Nebraska,2021-01-31,157,7478,1.98
Nebraska,2021-02-07,158,7594,1.19
Nebraska,2021-02-14,158,7698,0.83
Nebraska,2021-02-21,159,7812,1.33
Nebraska,2021-02-28,160,7903,1.63
Nebraska,2021-03-07,160,7967,1.18
Nebraska,2021-03-14,160,8025,0.98
Nebraska,2021-03-21,161,8118,1.7
Nebraska,2021-03-28,162,8206,1.6
Nebraska,2021-04-04,162,8291,0.85
Nebraska,2021-04-11,163,8382,1.4
Nebraska,2021-04-18,164,8449,1.57
Nebraska,2021-04-25,165,8544,1.21
Nebraska,2021-05-02,166,8625,1.86
Nebraska,2021-05-09,167,8704,1.49
Nebraska,2021-05-16,167,8804,0.89
Nebraska,2021-05-23,168,8903,1.44
Nebraska,2021-05-30,168,8980,0.91
Nebraska,2021-06-06,169,9129,1.17
Nebraska,2021-06-13,170,9276,0.89
Nebraska,2021-06-20,171,9374,1.51
Nebraska,2021-06-27,172,9495,1.3
Nebraska,2021-07-04,173,9590,1.13
Nebraska,2021-07-11,174,9706,1.57
Nebraska,2021-07-18,174,9778,0.84
Nebraska,2021-07-25,175,9891,1.44
Nebraska,2021-08-01,175,9961,1.24
Nebraska,2021-08-08,176,10057,0.89
Nebraska,2021-08-15,177,10142,1.91
Nebraska,2021-08-22,179,10280,1.46
Nebraska,2021-08-29,180,10358,1.7
Nebraska,2021-09-05,180,10450,0.92
Nebraska,2021-09-12,182,10607,1.45
Nebraska,2021-09-19,182,10711,0.8
Nebraska,2021-09-26,183,10817,1.56
Nebraska,2021-10-03,184,10940,1.6
Nebraska,2021-10-10,185,11108,1.0
Nebraska,2021-10-17,187,11255,1.36
Nebraska,2021-10-24,189,11396,1.69
Nebraska,2021-10-31,191,11598,0.99
Nebraska,2021-11-07,192,11746,1.31
Nebraska,2021-11-14,194,11974,1.11
Nebraska,2021-11-21,196,12226,1.04
Nebraska,2021-11-28,198,12383,1.27
Nebraska,2021-12-05,201,12615,1.55
Nebraska,2021-12-12,202,12814,0.92
Nebraska,2021-12-19,205,13030,1.65
Nebraska,2021-12-26,206,13222,1.2
Nevada,2020-03-01,6,140,4.11
Nevada,2020-03-08,11,343,3.41
Nevada,2020-03-15,19,641,2.53
Nevada,2020-03-22,29,916,3.18
Nevada,2020-03-29,36,1130,3.66
Nevada,2020-04-05,45,1387,3.36
Nevada,2020-04-12,55,1735,2.5
Nevada,2020-04-19,61,1966,2.97
Nevada,2020-04-26,67,2153,2.75
Nevada,2020-05-03,71,2350,2.73
Nevada,2020-05-10,78,2550,4.21
Nevada,2020-05-17,80,2643,2.95
Nevada,2020-05-24,81,2708,3.36
Nevada,2020-05-31,82,2756,3.01
Nevada,2020-06-07,84,2871,2.35
Nevada,2020-06-14,85,2957,2.12
Nevada,2020-06-21,87,3047,2.79
Nevada,2020-06-28,88,3130,2.34
Nevada,2020-07-05,89,3206,2.12
Nevada,2020-07-12,90,3320,1.74
Nevada,2020-07-19,92,3419,2.54
Nevada,2020-07-26,94,3532,2.35
Nevada,2020-08-02,95,3600,2.2
Nevada,2020-08-09,97,3699,2.75
Nevada,2020-08-16,97,3770,1.52
Nevada,2020-08-23,99,3874,2.69
Nevada,2020-08-30,100,3966,2.13
Nevada,2020-09-06,101,4044,1.7
Nevada,2020-09-13,101,4112,1.8
Nevada,2020-09-20,103,4212,1.97
Nevada,2020-09-27,104,4288,2.02
Nevada,2020-10-04,108,4497,2.76
Nevada,2020-10-11,119,4912,2.84
Nevada,2020-10-18,127,5280,2.48
Nevada,2020-10-25,132,5701,1.57
Nevada,2020-11-01,142,6102,2.32
Nevada,2020-11-08,149,6432,2.73
Nevada,2020-11-15,156,6853,1.97
Nevada,2020-11-22,165,7217,2.26
Nevada,2020-11-29,176,7666,2.24
Nevada,2020-12-06,186,8187,2.24
Nevada,2020-12-13,197,8748,2.37
Nevada,2020-12-20,205,9129,2.7
